mt,id,question_id,conversation,model_name,exp,time,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed
1.0,517,85,1,llama-13b,1.75,19031,171.70916159974877,47,26,17,10,7,6,5,186.57843137254903,2378.875,1.1446561951331704
2.0,517,85,2,alpaca-13b,1.25,9694,113.4794657968596,22,9,7,4,0,0,0,125.8961038961039,1615.6666666666667,0.812731958558598
1.0,19,85,1,llama-13b,1.25,14527,171.70916159974877,34,23,16,9,4,3,2,142.42156862745097,1815.875,1.2179241966144785
2.0,19,85,2,alpaca-13b,1.75,8628,113.4794657968596,32,26,19,11,8,4,4,112.05194805194805,1438.0,0.5189476985764802
1.0,54,85,1,llama-13b,1.25,30384,171.70916159974877,60,25,13,4,2,1,1,297.88235294117646,3798.0,2.5473538094537282
2.0,54,85,2,alpaca-13b,1.75,24957,113.4794657968596,50,19,11,3,0,0,0,324.1168831168831,4159.5,1.501086893065973
1.0,17,85,1,llama-13b,1.25,11445,171.70916159974877,31,20,12,7,4,3,3,112.20588235294117,1430.625,0.9595334501447447
2.0,17,85,2,alpaca-13b,1.75,12268,113.4794657968596,42,32,23,15,11,5,3,159.32467532467533,2044.6666666666667,0.7378825180964602
1.0,199,85,1,llama-13b,1.5,36009,171.70916159974877,53,9,1,0,0,0,0,353.02941176470586,4501.125,3.0189462652915777
2.0,199,85,2,alpaca-13b,1.5,28340,113.4794657968596,38,11,3,2,0,0,0,368.05194805194805,4723.333333333333,1.7045639519769875
2.0,145,92,1,claude-v1,1.0,17055,312.79447084094863,42,27,17,13,5,4,2,179.52631578947367,2131.875,2.308112009642773
1.0,145,92,2,gpt-4,2.0,6934,123.39321459142955,21,18,9,5,2,1,1,177.7948717948718,1733.5,0.3823628041809031
2.0,530,92,1,claude-v1,1.0,34375,312.79447084094863,60,18,1,0,0,0,0,361.8421052631579,4296.875,4.6520873838446395
1.0,530,92,2,gpt-4,2.0,8842,123.39321459142955,24,11,1,0,0,0,0,226.71794871794873,2210.5,0.4875759899866665
2.0,166,92,1,claude-v1,3.0,37211,312.79447084094863,50,14,3,2,2,1,1,391.69473684210527,4651.375,2.0519328391081033
1.0,166,92,2,gpt-4,0.0,19291,123.39321459142955,30,16,8,0,0,0,0,494.64102564102564,4822.75,2.61071760645082
2.0,339,92,1,claude-v1,2.0,28430,312.79447084094863,67,44,28,16,10,9,6,299.2631578947368,3553.75,3.847530016660454
1.0,339,92,2,gpt-4,1.0,16167,123.39321459142955,43,26,16,11,9,8,5,414.53846153846155,4041.75,0.891499777212671
2.0,74,92,1,claude-v1,1.25,14756,312.79447084094863,45,27,16,8,2,1,1,155.32631578947368,1844.5,1.9969804054112434
1.0,74,92,2,gpt-4,1.75,10916,123.39321459142955,26,12,3,2,1,0,0,279.8974358974359,2729.0,0.6019429435302479
2.0,79,92,1,claude-v1,1.25,41969,312.79447084094863,64,25,10,9,7,6,6,441.77894736842103,5246.125,5.6798096120022015
1.0,79,92,2,gpt-4,1.75,25903,123.39321459142955,51,28,12,10,6,4,4,664.1794871794872,6475.75,1.4283737693536103
2.0,388,92,1,claude-v1,2.0,17151,312.79447084094863,33,21,10,4,1,0,0,180.53684210526316,2143.875,2.3211040209547464
1.0,388,92,2,gpt-4,1.0,18365,123.39321459142955,49,26,11,3,1,0,0,470.8974358974359,4591.25,1.0127044849700442
2.0,396,92,1,claude-v1,1.75,38767,312.79447084094863,90,42,18,7,1,1,0,408.0736842105263,4845.875,5.246471901367422
1.0,396,92,2,gpt-4,1.25,26356,123.39321459142955,88,50,19,9,6,4,3,675.7948717948718,6589.0,1.4533536295056075
2.0,62,92,1,claude-v1,1.25,28880,312.79447084094863,50,13,5,3,2,1,1,304.0,3610.0,1.5925350136637557
1.0,62,92,2,gpt-4,1.75,10485,123.39321459142955,22,5,1,0,0,0,0,268.84615384615387,2621.25,1.418971235479594
1.0,21,96,1,alpaca-13b,2.0,10408,126.81970248602738,31,21,14,9,7,4,2,167.8709677419355,1734.6666666666667,0.7914697346705687
2.0,21,96,2,llama-13b,1.0,9522,134.25151670433115,20,13,10,6,4,3,2,173.12727272727273,1904.4,0.9474332409630885
1.0,297,96,1,alpaca-13b,1.25,23513,126.81970248602738,42,11,1,0,0,0,0,379.241935483871,3918.8333333333335,2.3395292790133477
2.0,297,96,2,llama-13b,1.75,24473,134.25151670433115,56,21,11,7,7,6,4,444.96363636363634,4894.6,1.8610337064366667
1.0,353,96,1,alpaca-13b,1.5,36566,126.81970248602738,59,20,7,5,4,3,2,589.7741935483871,6094.333333333333,2.7806381935015385
2.0,353,96,2,llama-13b,1.5,23493,134.25151670433115,37,16,4,2,1,1,1,427.1454545454545,4698.6,2.3375392911096236
1.0,52,96,1,alpaca-13b,1.75,20555,126.81970248602738,50,27,14,6,3,3,1,331.53225806451616,3425.8333333333335,2.0452100680525396
2.0,52,96,2,llama-13b,1.25,14157,134.25151670433115,37,8,2,0,0,0,0,257.4,2831.4,1.0765600532024635
1.0,464,96,1,alpaca-13b,1.25,16909,126.81970248602738,50,30,17,9,3,2,2,272.7258064516129,2818.1666666666665,1.2858341413859191
2.0,464,96,2,llama-13b,1.75,12431,134.25151670433115,38,24,12,5,3,1,0,226.01818181818183,2486.2,1.2368769815597724
1.0,43,96,1,alpaca-13b,1.0,39023,126.81970248602738,66,28,11,4,1,1,1,629.4032258064516,6503.833333333333,2.967479194470561
2.0,43,96,2,llama-13b,2.0,18892,134.25151670433115,34,16,6,4,2,1,0,343.4909090909091,3778.4,1.879742573857873
1.0,336,98,1,alpaca-13b,1.5,25524,91.15909303165972,77,50,36,24,18,10,6,607.7142857142857,8508.0,3.962488837398928
2.0,336,98,2,claude-v1,1.5,37850,186.61258690227987,96,49,21,9,6,4,3,641.5254237288135,7570.0,3.4608236225740816
1.0,338,98,1,alpaca-13b,1.5,14542,91.15909303165972,38,26,14,6,1,1,0,346.23809523809524,4847.333333333333,1.3296511788499945
2.0,338,98,2,claude-v1,1.5,17511,186.61258690227987,49,29,22,15,10,6,6,296.79661016949154,3502.2,2.71850579970587
1.0,198,98,1,alpaca-13b,1.0,13517,91.15909303165972,21,4,0,0,0,0,0,321.8333333333333,4505.666666666667,1.2359300635755313
2.0,198,98,2,claude-v1,2.0,27560,186.61258690227987,45,15,6,4,3,2,2,467.1186440677966,5512.0,4.278568890405675
1.0,350,98,1,alpaca-13b,1.25,21688,112.62208121956792,23,9,4,1,0,0,0,542.2,7229.333333333333,3.14153800179129
2.0,350,98,2,claude-v1,1.75,40187,232.9629578390013,50,19,4,1,1,1,1,535.8266666666667,5741.0,2.764792995698935
1.0,30,98,1,alpaca-13b,1.0,3757,112.62208121956792,7,7,4,4,1,0,0,93.925,1252.3333333333333,0.2584748123731779
2.0,30,98,2,claude-v1,2.0,3894,232.9629578390013,6,5,4,3,2,1,1,51.92,556.2857142857143,0.5640515021659573
1.0,515,98,1,alpaca-13b,2.0,7642,112.62208121956792,14,8,8,6,4,4,3,191.05,2547.3333333333335,0.5257557934936986
2.0,515,98,2,claude-v1,1.0,20980,232.9629578390013,47,32,23,16,12,9,7,279.73333333333335,2997.1428571428573,3.0389831832156613
1.0,223,98,1,alpaca-13b,1.0,5568,112.62208121956792,15,10,7,1,1,1,0,139.2,1856.0,0.3830683405094103
2.0,223,98,2,claude-v1,2.0,14863,232.9629578390013,47,34,27,15,10,5,4,198.17333333333335,2123.285714285714,2.15292693289487
2.0,408,98,1,gpt-3.5-turbo,1.25,23695,136.53829455177765,53,23,5,2,0,0,0,329.09722222222223,3949.1666666666665,1.805995556899447
1.0,408,98,2,claude-v1,1.75,20819,186.61258690227987,40,6,0,0,0,0,0,352.864406779661,4163.8,1.903590145267366
2.0,88,98,1,gpt-3.5-turbo,1.75,24386,166.47042290137324,55,26,9,4,2,1,0,325.14666666666665,4064.3333333333335,1.677712742755474
1.0,88,98,2,claude-v1,1.25,33422,232.9629578390013,71,31,17,12,10,10,7,445.62666666666667,4774.571428571428,2.560367750744299
1.0,386,98,1,alpaca-13b,1.0,16651,91.1592464838177,41,14,4,1,0,0,0,396.45238095238096,5550.333333333333,1.2691129781782102
2.0,386,98,2,gpt-3.5-turbo,2.0,23368,136.53830939449836,63,23,14,2,0,0,0,324.55555555555554,3894.6666666666665,3.6277793117198773
1.0,351,98,1,alpaca-13b,1.0,21155,91.1592464838177,18,4,3,2,0,0,0,503.6904761904762,7051.666666666667,1.6124007599159231
2.0,351,98,2,gpt-3.5-turbo,2.0,34626,136.53830939449836,44,19,10,5,2,2,0,480.9166666666667,5771.0,5.3755343395931385
1.0,293,98,1,alpaca-13b,1.25,12800,91.1592464838177,22,9,3,1,0,0,0,304.76190476190476,4266.666666666667,0.9755958273185449
2.0,293,98,2,gpt-3.5-turbo,1.75,26950,136.53830939449836,68,35,11,7,4,2,1,374.30555555555554,4491.666666666667,4.183869070988133
1.0,71,98,1,alpaca-13b,1.25,7307,91.1592464838177,25,7,2,1,1,0,0,173.97619047619048,2435.6666666666665,0.5569280242356724
2.0,71,98,2,gpt-3.5-turbo,1.75,17153,136.53830939449836,44,15,4,1,0,0,0,238.23611111111111,2858.8333333333335,2.662927872900165
1.0,559,98,1,alpaca-13b,1.0,11560,91.1592464838177,25,12,2,1,1,0,0,275.23809523809524,3853.3333333333335,0.8810849815470608
2.0,559,98,2,gpt-3.5-turbo,2.0,18573,136.53830939449836,51,29,14,7,5,4,2,257.9583333333333,3095.5,2.883376632855755
1.0,558,98,1,alpaca-13b,1.0,20353,91.1592464838177,30,13,5,1,1,0,0,484.5952380952381,6784.333333333333,3.1597138108282548
2.0,558,98,2,gpt-3.5-turbo,2.0,30363,136.53830939449836,36,8,2,0,0,0,0,421.7083333333333,5060.5,2.3142200081932014
1.0,32,98,1,alpaca-13b,1.5,24090,91.1592464838177,44,20,10,6,3,1,1,573.5714285714286,8030.0,1.8361018343831053
2.0,32,98,2,gpt-3.5-turbo,1.5,35452,136.53830939449836,53,26,5,4,1,1,1,492.3888888888889,5908.666666666667,5.503767209820827
1.0,41,98,1,alpaca-13b,1.5,14225,91.1592464838177,27,17,13,7,4,3,3,338.6904761904762,4741.666666666667,1.0842070815317422
2.0,41,98,2,gpt-3.5-turbo,1.5,20765,136.53830939449836,58,26,13,8,3,3,1,288.40277777777777,3460.8333333333335,3.2236750003364967
1.0,131,98,1,alpaca-13b,2.0,10165,91.1592464838177,17,8,4,0,0,0,0,242.02380952380952,3388.3333333333335,1.5780715809496983
2.0,131,98,2,gpt-3.5-turbo,1.0,24319,136.53830939449836,49,20,8,2,1,1,0,337.7638888888889,4053.1666666666665,1.853555853481226
1.0,569,98,1,alpaca-13b,1.25,11810,91.1592464838177,35,21,12,7,6,3,3,281.1904761904762,3936.6666666666665,1.8334506021658572
2.0,569,98,2,gpt-3.5-turbo,1.75,7814,136.53830939449836,19,11,7,5,3,2,1,108.52777777777777,1302.3333333333333,0.5955707652083679
1.0,228,98,1,alpaca-13b,1.0,11953,91.1592464838177,24,14,4,1,0,0,0,284.5952380952381,3984.3333333333335,0.9110388221827006
2.0,228,98,2,gpt-3.5-turbo,2.0,19341,136.53830939449836,53,25,9,4,3,3,3,268.625,3223.5,3.0026052579584963
1.0,268,98,1,alpaca-13b,1.25,11983,91.1592464838177,33,13,6,1,1,1,1,285.3095238095238,3994.3333333333335,0.9133253749029784
2.0,268,98,2,gpt-3.5-turbo,1.75,37241,136.53830939449836,104,57,26,13,5,4,2,517.2361111111111,6206.833333333333,5.78150159824375
1.0,169,98,1,alpaca-13b,1.5,14866,91.1592464838177,29,14,8,4,3,3,2,353.95238095238096,4955.333333333333,1.1330630913216788
2.0,169,98,2,gpt-3.5-turbo,1.5,25196,136.53830939449836,50,15,5,3,2,1,1,349.94444444444446,4199.333333333333,3.911568278761299
1.0,508,98,1,alpaca-13b,1.75,16678,91.1592464838177,24,14,5,2,0,0,0,397.0952380952381,5559.333333333333,1.2711708756264604
2.0,508,98,2,gpt-3.5-turbo,1.25,32946,136.53830939449836,63,29,9,4,2,2,1,457.5833333333333,5491.0,5.114721722180891
1.0,358,98,1,alpaca-13b,1.0,7807,112.62211922125424,17,9,7,4,3,1,1,195.175,2602.3333333333335,0.5980728571019311
2.0,358,98,2,gpt-3.5-turbo,2.0,15562,166.47042290137324,48,22,6,4,0,0,0,207.49333333333334,2593.6666666666665,2.2541780885225036
1.0,315,98,1,alpaca-13b,1.0,7199,112.62211922125424,21,14,5,2,1,0,0,179.975,2399.6666666666665,1.0427855069575571
2.0,315,98,2,gpt-3.5-turbo,2.0,9295,166.47042290137324,30,20,11,4,3,0,0,123.93333333333334,1549.1666666666667,0.7120644558425067
1.0,36,98,1,alpaca-13b,1.25,18068,112.62211922125424,39,15,9,6,4,2,1,451.7,6022.666666666667,1.38413992341715
2.0,36,98,2,gpt-3.5-turbo,1.75,13520,166.47042290137324,29,19,13,11,6,4,2,180.26666666666668,2253.3333333333335,1.9583914507662412
1.0,42,98,1,alpaca-13b,1.0,12806,112.62211922125424,14,9,5,3,1,1,1,320.15,4268.666666666667,0.9810325359353567
2.0,42,98,2,gpt-3.5-turbo,2.0,27121,166.47042290137324,60,37,21,14,7,4,3,361.61333333333334,4520.166666666667,3.92851586806444
1.0,159,98,1,alpaca-13b,1.0,18094,112.62211922125424,39,17,12,4,1,0,0,452.35,6031.333333333333,2.6209419312251754
2.0,159,98,2,gpt-3.5-turbo,2.0,22031,166.47042290137324,64,28,11,4,4,0,0,293.74666666666667,3671.8333333333335,1.6877344837725943
1.0,265,98,1,alpaca-13b,1.25,20414,112.62211922125424,44,27,12,7,4,3,2,510.35,6804.666666666667,1.56386054885088
2.0,265,98,2,gpt-3.5-turbo,1.75,21200,166.47042290137324,50,25,11,8,2,2,1,282.6666666666667,3533.3333333333335,3.0708504997222126
1.0,250,98,1,alpaca-13b,1.75,11935,112.62211922125424,22,9,2,0,0,0,0,298.375,3978.3333333333335,0.9143076148983665
2.0,250,98,2,gpt-3.5-turbo,1.25,34789,166.47042290137324,35,7,1,0,0,0,0,463.85333333333335,5798.166666666667,5.039236699756418
1.0,206,98,1,alpaca-13b,1.0,11773,112.62211922125424,20,6,0,0,0,0,0,294.325,3924.3333333333335,0.9018972392290296
2.0,206,98,2,gpt-3.5-turbo,2.0,30698,166.47042290137324,49,15,6,0,0,0,0,409.3066666666667,5116.333333333333,4.44664946417323
1.0,555,100,1,gpt-4,1.0,9555,136.63739094676566,39,24,11,5,2,2,0,147.0,1592.5,0.7705917157238054
2.0,555,100,2,alpaca-13b,2.0,12254,172.68096376792528,44,23,11,5,0,0,0,149.4390243902439,2042.3333333333333,1.0253870553326196
1.0,570,100,1,gpt-4,1.0,11398,136.63739094676566,32,21,14,7,3,3,1,175.35384615384615,1899.6666666666667,0.9192259943296633
2.0,570,100,2,alpaca-13b,2.0,12719,172.68096376792528,28,17,8,3,3,2,0,155.109756097561,2119.8333333333335,1.0642972055472164
1.0,286,100,1,gpt-4,1.25,36890,136.63739094676566,64,27,6,0,0,0,0,567.5384615384615,6148.333333333333,2.9751050123549114
2.0,286,100,2,alpaca-13b,1.75,30825,172.68096376792528,45,15,4,3,2,1,0,375.9146341463415,5137.5,2.5793664093869757
1.0,313,100,1,gpt-4,1.0,6797,136.63739094676566,17,14,9,7,7,5,1,104.56923076923077,1132.8333333333333,0.5481645098665311
2.0,313,100,2,alpaca-13b,2.0,9003,172.68096376792528,33,23,15,12,5,4,2,109.79268292682927,1500.5,0.7533507148000306
2.0,568,100,1,gpt-4,2.0,7646,136.6374052844767,19,15,9,5,4,3,2,117.63076923076923,1274.3333333333333,0.7972563784200746
1.0,568,100,2,claude-v1,1.0,20279,176.37208183063194,42,19,10,9,7,5,3,368.7090909090909,4055.8,1.6969009380684017
2.0,47,100,1,gpt-4,1.75,19087,136.6374052844767,40,15,7,5,1,0,0,293.6461538461538,3181.1666666666665,1.597157069131199
1.0,47,100,2,claude-v1,1.25,13624,176.37208183063194,35,15,6,2,1,1,0,247.70909090909092,2724.8,1.4205886606846843
1.0,556,100,1,gpt-4,1.75,30077,136.6374052844767,49,23,12,6,4,1,1,462.7230769230769,5012.833333333333,2.516775458074033
2.0,556,100,2,gpt-3.5-turbo,1.25,31399,127.155161358678,51,17,7,3,1,1,0,378.30120481927713,4485.571428571428,2.246079659591461
1.0,516,100,1,gpt-4,1.75,14862,136.6374052844767,49,34,24,12,9,9,7,228.64615384615385,2477.0,1.0631305424009776
2.0,516,100,2,gpt-3.5-turbo,1.25,18668,127.155161358678,46,27,15,9,5,4,4,224.9156626506024,2666.8571428571427,1.5620960950668634
1.0,110,100,1,gpt-4,0.0,38567,136.6374052844767,45,16,7,4,3,2,1,593.3384615384615,6427.833333333333,2.7588316262130603
2.0,110,100,2,gpt-3.5-turbo,3.0,38156,127.155161358678,38,9,4,3,2,0,0,459.71084337349396,5450.857142857143,3.192807938899252
1.0,121,100,1,gpt-4,0.0,31296,136.6374052844767,41,13,3,1,1,1,1,481.4769230769231,5216.0,2.238711711410375
2.0,121,100,2,gpt-3.5-turbo,3.0,32416,127.155161358678,45,15,1,0,0,0,0,390.5542168674699,4630.857142857143,2.712497697540574
1.0,126,100,1,gpt-4,1.0,16847,136.6374052844767,52,19,6,2,2,2,0,259.18461538461537,2807.8333333333335,1.2051244952112279
2.0,126,100,2,gpt-3.5-turbo,2.0,16367,127.155161358678,39,18,9,4,3,1,0,197.19277108433735,2338.1428571428573,1.3695536098114074
1.0,160,100,1,gpt-4,1.5,10923,136.6374052844767,40,20,11,5,2,0,0,168.04615384615386,1820.5,0.7813601745825514
2.0,160,100,2,gpt-3.5-turbo,1.5,4326,127.155161358678,14,2,1,0,0,0,0,52.12048192771084,618.0,0.3619899136093449
1.0,178,100,1,gpt-4,1.0,22893,136.6374052844767,64,21,8,3,2,1,0,352.2,3815.5,1.6376159000932298
2.0,178,100,2,gpt-3.5-turbo,2.0,23748,127.155161358678,62,19,13,4,3,3,3,286.12048192771084,3392.5714285714284,1.9871790264435327
1.0,179,100,1,gpt-4,1.0,19871,136.6374052844767,55,24,8,7,3,1,1,305.7076923076923,3311.8333333333335,1.6627604191704328
2.0,179,100,2,gpt-3.5-turbo,2.0,23670,127.155161358678,50,19,6,0,0,0,0,285.1807228915663,3381.4285714285716,1.6931974121000632
1.0,400,100,1,gpt-4,1.25,32203,136.6374052844767,118,56,22,11,6,5,5,495.4307692307692,5367.166666666667,2.303592575490424
2.0,400,100,2,gpt-3.5-turbo,1.75,18886,127.155161358678,60,25,11,7,3,2,1,227.5421686746988,2698.0,1.5803378429094055
1.0,294,100,1,gpt-4,1.25,15563,136.6374052844767,49,27,11,5,1,1,1,239.43076923076924,2593.8333333333335,1.1132755101188545
2.0,294,100,2,gpt-3.5-turbo,1.75,41370,127.155161358678,108,59,31,15,10,7,3,498.43373493975906,5910.0,3.4617482029631526
2.0,561,100,1,alpaca-13b,1.5,25387,130.20372926117852,38,17,10,7,5,3,3,518.1020408163265,6346.75,3.141366243843346
1.0,561,100,2,llama-13b,1.5,36414,213.88228745607196,60,23,8,3,1,0,0,387.3829787234043,5202.0,2.3026068572262295
2.0,302,100,1,alpaca-13b,1.75,13352,130.20372926117852,31,17,6,4,2,1,0,272.48979591836735,3338.0,1.6521653636820561
1.0,302,100,2,llama-13b,1.25,14723,213.88228745607196,45,27,13,7,3,2,1,156.62765957446808,2103.285714285714,0.9309957916993952
2.0,482,100,1,alpaca-13b,1.75,31217,172.68096376792528,60,19,7,3,1,1,1,380.6951219512195,5202.833333333333,2.2827553495805453
1.0,482,100,2,vicuna-13b-v1.2,1.25,31229,152.01752782992844,52,15,4,3,1,0,0,367.4,5204.833333333333,2.5185566394912318
2.0,554,100,1,alpaca-13b,2.0,13103,172.68096376792528,54,29,10,6,5,5,4,159.79268292682926,2183.8333333333335,0.9581620061362041
1.0,554,100,2,vicuna-13b-v1.2,1.0,13242,152.01752782992844,49,26,11,3,0,0,0,155.78823529411764,2207.0,1.0679409209434465
2.0,157,100,1,alpaca-13b,1.5,18802,172.68096376792528,57,33,12,9,6,2,1,229.29268292682926,3133.6666666666665,1.3749036128652148
1.0,157,100,2,vicuna-13b-v1.2,1.5,19157,152.01752782992844,43,15,5,2,2,1,0,225.3764705882353,3192.8333333333335,1.5449738878200878
2.0,335,100,1,alpaca-13b,1.75,21299,172.68096376792528,64,33,17,13,10,7,4,259.7439024390244,3549.8333333333335,1.5574977156906822
1.0,335,100,2,vicuna-13b-v1.2,1.25,23720,152.01752782992844,51,21,6,3,0,0,0,279.05882352941177,3953.3333333333335,1.9129707479820683
2.0,375,100,1,alpaca-13b,1.75,33347,172.68096376792528,34,11,5,3,1,1,0,406.6707317073171,5557.833333333333,2.438512433688773
1.0,375,100,2,vicuna-13b-v1.2,1.25,29849,152.01752782992844,35,7,3,1,0,0,0,351.16470588235296,4974.833333333333,2.4072623885546696
2.0,379,100,1,alpaca-13b,2.0,21022,172.68096376792528,46,19,10,4,3,2,2,256.3658536585366,3503.6666666666665,1.695382422600297
1.0,379,100,2,vicuna-13b-v1.2,1.0,21773,152.01752782992844,61,25,8,4,2,1,0,256.15294117647056,3628.8333333333335,1.592159151309133
2.0,272,100,1,alpaca-13b,1.75,18899,172.68096376792528,41,20,6,4,1,1,1,230.47560975609755,3149.8333333333335,1.381996775850425
1.0,272,100,2,vicuna-13b-v1.2,1.25,22608,152.01752782992844,47,12,6,1,1,1,0,265.9764705882353,3768.0,1.8232901631694183
2.0,301,100,1,alpaca-13b,2.0,30564,172.68096376792528,89,46,18,9,3,2,2,372.7317073170732,5094.0,2.4649257142210765
1.0,301,100,2,vicuna-13b-v1.2,1.0,17758,152.01752782992844,51,17,7,4,2,1,1,208.91764705882352,2959.6666666666665,1.298560704034703
1.0,529,100,1,claude-v1,1.75,15808,176.37208183063194,35,10,3,2,1,1,1,287.41818181818184,3161.6,1.155966190414494
2.0,529,100,2,vicuna-13b-v1.2,1.25,23310,152.01746309649025,52,8,0,0,0,0,0,274.2352941176471,3885.0,2.4305579624603633
1.0,226,100,1,claude-v1,1.25,20835,176.37208183063194,49,26,10,5,3,2,1,378.8181818181818,4167.0,2.172487136330402
2.0,226,100,2,vicuna-13b-v1.2,1.75,21222,152.01746309649025,62,21,6,2,1,1,1,249.6705882352941,3537.0,1.551867060537474
1.0,90,100,1,claude-v1,1.25,10888,176.37208183063194,19,9,3,1,0,0,0,197.96363636363637,2177.6,0.7961892637419667
2.0,90,100,2,vicuna-13b-v1.2,1.75,22770,152.01746309649025,50,18,8,4,2,2,1,267.88235294117646,3795.0,2.3742516003956444
1.0,73,100,1,claude-v1,1.25,5729,176.37208183063194,19,7,2,1,1,0,0,104.16363636363636,1145.8,0.4189353684770139
2.0,73,100,2,vicuna-13b-v1.2,1.75,9863,152.01746309649025,33,18,4,1,0,0,0,116.03529411764706,1643.8333333333333,1.0284252760080035
1.0,240,100,1,claude-v1,1.0,21590,176.37208183063194,34,11,3,1,0,0,0,392.54545454545456,4318.0,1.5787772046463135
2.0,240,100,2,vicuna-13b-v1.2,2.0,18814,152.01746309649025,56,29,18,10,3,1,0,221.34117647058824,3135.6666666666665,1.9617553627511486
1.0,346,100,1,claude-v1,1.0,33843,176.37208183063194,56,22,14,7,3,1,0,615.3272727272728,6768.6,2.4747826279224263
2.0,346,100,2,vicuna-13b-v1.2,2.0,45978,152.01746309649025,61,26,13,8,6,4,3,540.9176470588235,7663.0,4.794173916688227
1.0,371,100,1,claude-v1,1.5,26028,176.37208183063194,53,19,11,6,3,2,1,473.23636363636365,5205.6,2.7139666515194483
2.0,371,100,2,vicuna-13b-v1.2,1.5,34674,152.01746309649025,48,14,5,2,1,1,0,407.9294117647059,5779.0,2.5355498283421154
1.0,394,100,1,claude-v1,1.5,34145,176.37208183063194,114,54,22,13,10,7,7,620.8181818181819,6829.0,2.4968664961856586
2.0,394,100,2,vicuna-13b-v1.2,1.5,19039,152.01746309649025,73,31,8,2,0,0,0,223.98823529411766,3173.1666666666665,1.9852163469447814
1.5,29,100,1,gpt-3.5-turbo,1.5,10687,127.15523775390466,42,30,18,10,6,4,1,128.75903614457832,1526.7142857142858,0.7814910600303452
1.5,29,100,2,vicuna-13b-v1.2,1.5,7821,152.01746309649025,22,15,10,7,4,3,1,92.01176470588236,1303.5,0.5594633274201349
1.5,391,100,1,gpt-3.5-turbo,1.75,28100,127.15523775390466,73,36,17,7,2,1,1,338.5542168674699,4014.285714285714,2.054823503963011
1.5,391,100,2,vicuna-13b-v1.2,1.25,26713,152.01746309649025,71,28,11,5,3,3,3,314.2705882352941,4452.166666666667,1.9108737840907897
1.5,401,102,1,gpt-4,1.0,29349,130.4684725914849,98,39,16,8,4,2,1,772.3421052631579,7337.25,4.111044044841647
1.5,401,102,2,vicuna-13b-v1.2,2.0,25040,171.8923620871501,78,32,14,5,3,1,1,321.02564102564105,3577.1428571428573,1.6679312523782068
1.5,479,102,1,gpt-4,1.0,14909,130.4684725914849,35,19,10,5,3,0,0,392.3421052631579,3727.25,2.0883694730499887
1.5,479,102,2,vicuna-13b-v1.2,2.0,13489,171.8923620871501,42,24,16,13,8,4,4,172.93589743589743,1927.0,0.8985113683438352
1.5,34,102,1,gpt-4,1.75,11140,130.4684725914849,22,14,8,5,1,1,0,293.1578947368421,2785.0,0.7420428974238508
1.5,34,102,2,vicuna-13b-v1.2,1.25,40802,171.8923620871501,77,32,14,10,8,5,2,523.1025641025641,5828.857142857143,5.7153163350583975
1.5,202,102,1,gpt-4,1.75,9669,130.4684725914849,25,11,5,3,3,1,1,254.44736842105263,2417.25,0.644058597413933
1.5,202,102,2,vicuna-13b-v1.2,1.25,28148,171.8923620871501,51,23,8,5,4,4,3,360.87179487179486,4021.1428571428573,3.9428146708304435
1.5,526,102,1,gpt-4,2.0,15243,130.4684725914849,34,14,6,4,3,0,0,401.13157894736844,3810.75,1.0153464888179315
1.5,526,102,2,vicuna-13b-v1.2,1.0,29797,171.8923620871501,41,8,3,1,1,0,0,382.0128205128205,4256.714285714285,4.173797383357067
1.5,426,102,1,gpt-4,1.25,42481,130.4684725914849,80,38,16,8,6,3,3,1117.921052631579,10620.25,5.950501280074892
1.5,426,102,2,vicuna-13b-v1.2,1.75,31780,171.8923620871501,71,28,13,6,2,0,0,407.43589743589746,4540.0,2.116887188521542
1.5,380,102,1,gpt-4,1.75,14046,130.4684725914849,32,13,7,2,1,1,1,369.63157894736844,3511.5,0.9356135132150277
1.5,380,102,2,vicuna-13b-v1.2,1.25,27805,171.8923620871501,82,40,21,10,8,8,6,356.47435897435895,3972.1428571428573,3.8947691460295752
1.5,165,102,1,gpt-4,1.0,4970,130.4684725914849,10,7,2,0,0,0,0,130.78947368421052,1242.5,0.6961698491554393
1.5,165,102,2,vicuna-13b-v1.2,2.0,5403,171.8923620871501,17,10,4,3,2,0,0,69.26923076923077,771.8571428571429,0.35989746631786945
1.5,58,102,1,gpt-4,1.0,11477,130.4684725914849,25,7,6,2,0,0,0,302.0263157894737,2869.25,1.6076340762086472
1.5,58,102,2,vicuna-13b-v1.2,2.0,18100,171.8923620871501,54,18,7,3,2,1,1,232.05128205128204,2585.714285714286,1.2056531816312117
1.5,153,102,1,gpt-4,1.0,12189,130.4684725914849,30,17,10,5,2,1,1,320.7631578947368,3047.25,1.7073670606349396
1.5,153,102,2,vicuna-13b-v1.2,2.0,24814,171.8923620871501,76,40,17,8,6,3,1,318.12820512820514,3544.8571428571427,1.6528772402760712
1.5,308,102,1,gpt-4,1.25,10307,130.4684725914849,31,17,12,6,2,2,1,271.2368421052632,2576.75,0.6865562067996077
1.5,308,102,2,vicuna-13b-v1.2,1.75,25113,171.8923620871501,65,30,12,9,5,1,1,321.96153846153845,3587.5714285714284,3.5176888172717398
